,Block Name,Distance,GP Name,GP_lat,GP_long,TOT_P,Throughput,Village Name,Village_lat,Village_long
0,Achalpur,2.60597533176,SAWLI DATURA,21.30195,77.4808,500.0,8.0,Ajitpur,21.27975294,77.48887019
1,Achalpur,0.865536521383,AMBADA KANDARI,21.29866,77.55339,191.0,3.056,Ambada  Kandari,21.30462751,77.55875437
2,Achalpur,1.36369813463,KHANJAMANAGAR,21.2547,77.44789,676.0,10.816,Aregaon,21.26696284,77.44770653
3,Achalpur,2.1264753704,ASADPUR,21.08374,77.4803,4849.0,77.584,Asatpur,21.10284578,77.4811909
4,Achalpur,0.60553557965,GAULKHEDA,21.32486,77.50601,89.0,1.424,Aurangpur,21.32102651,77.51016206
5,Achalpur,1.45339774292,TAWLAR,21.244,77.42504,89.0,1.424,Aurangpur,21.24570525,77.41113609
6,Achalpur,0.364913045079,AMBADA KANDARI,21.29866,77.55339,191.0,3.056,Bag Ambada,21.2961218,77.55562271
7,Achalpur,1.44330700451,BALEGAON,21.17573,77.47056,800.0,12.8,Balegaon,21.18870918,77.47040625
8,Achalpur,0.890517675691,BELKHEDA,21.36413,77.52764,1536.0,24.576,Belkheda,21.3651317,77.53617204
9,Achalpur,3.95477212464,DHOTHARKHEDA,21.31591,77.48833,18.0,0.288,Beni,21.29751977,77.45565401
10,Achalpur,0.398609165005,BHILONA,21.23001,77.44904,1598.0,25.568,Bhilona,21.2293327,77.4528165
11,Achalpur,2.70326731836,CHAMAK BK.,21.20998,77.47247,500.0,8.0,Bhitkheda,21.23273136,77.48166083
12,Achalpur,0.911703390832,BOPAPUR,21.20505,77.50608,117.0,1.872,Bhopapur,21.20455032,77.51485825
13,Achalpur,1.83993019338,NIMDARI,21.33553,77.40421,117.0,1.872,Bhopapur,21.34509781,77.38971598
14,Achalpur,1.83630106922,BHUGAON,21.21271,77.55138,1780.0,28.48,Bhugaon,21.21335899,77.56908088
15,Achalpur,1.61802027976,BORDI,21.19386,77.49052,1153.0,18.448,Bordi,21.19017144,77.50561688
16,Achalpur,1.45287558276,NIMKUND,21.37852,77.477,573.0,9.168,Buradghat,21.37037689,77.48797289
17,Achalpur,2.45879089217,TULJAPUR JAHANGIR,21.1977,77.45013,113.0,1.808,Chachondi,21.20200793,77.47339308
18,Achalpur,1.48564329905,CHAMAK BK.,21.20998,77.47247,2740.0,43.84,Chamak Bk,21.21913631,77.48290719
19,Achalpur,1.59818625726,CHAMAK KHURD,21.20797,77.4732,1070.0,17.12,Chamak  Kh,21.21913631,77.48290719
20,Achalpur,1.5951109488,DARYABAD,21.31871,77.43611,176.0,2.816,Chandura   Jahagir,21.30779822,77.44610585
21,Achalpur,2.30635766185,CHAWSALA,21.17118,77.4801,3411.0,54.576,Chausala,21.18929472,77.49093487
22,Achalpur,1.25016807475,NARAYANPUR,21.27061,77.53376,1410.0,22.56,Chikhali,21.27585638,77.54443102
23,Achalpur,2.94229436323,KHANJAMANAGAR,21.2547,77.44789,64.0,1.024,Darapur,21.26220431,77.47511694
24,Achalpur,0.155907978436,DARYABAD,21.31871,77.43611,1272.0,20.352,Daryabad,21.31986515,77.43525692
25,Achalpur,1.12830527438,SAWLI DATURA,21.30195,77.4808,11.0,0.176,Datura,21.3120391,77.48196279
26,Achalpur,0.776957900191,DEVGAON,21.34152,77.40936,1850.0,29.6,Devgaon,21.34061806,77.41679898
27,Achalpur,2.64163770746,CHAMAK BK.,21.20998,77.47247,354.0,5.664,Dewari,21.23334711,77.46787286
28,Achalpur,0.893335688605,DHAMANGAON  GADI,21.34596,77.44139,5099.0,81.584,Dhamangaon,21.34699413,77.44994396
29,Achalpur,1.55287607227,DHOTHARKHEDA,21.31591,77.48833,3557.0,56.912,Dhotarkheda,21.32949122,77.49182195
30,Achalpur,1.01033457677,DONODA,21.12981,77.52773,805.0,12.88,Donoda,21.1371776,77.53343102
31,Achalpur,0.553539218115,EKLASPUR,21.32881,77.46585,2063.0,33.008,Ekalaspur,21.33283853,77.46271048
32,Achalpur,1.45218767139,GAULKHEDA,21.32486,77.50601,2133.0,34.128,Gaurkheda,21.33691681,77.51139836
33,Achalpur,1.45677677242,BELKHEDA,21.36413,77.52764,394.0,6.304,Gondvihir,21.36394447,77.51357363
34,Achalpur,4.26862571392,WAGHDOH,21.24613,77.32537,1031.0,16.496,Gondwagholi,21.27762455,77.34892274
35,Achalpur,0.766160442676,HANWATKHEDA,21.31205,77.44636,1553.0,24.848,Hanawatkheda,21.31772818,77.45054963
36,Achalpur,1.48190367056,HARAM,21.25087,77.453,2380.0,38.08,Haram,21.25925286,77.46411664
37,Achalpur,1.26537130763,HIWRA PURNA,21.12666,77.56657,615.0,9.84,Hiwara,21.13694296,77.5717958
38,Achalpur,2.1139253384,ISAPUR,21.13122,77.41977,616.0,9.856,Isapur,21.14896613,77.42708053
39,Achalpur,3.7676988847,CHAWSALA,21.17118,77.4801,468.0,7.488,Isegaon,21.16909335,77.516367
40,Achalpur,1.96243113847,NIMDARI,21.33553,77.40421,276.0,4.416,Jalalpur,21.32021529,77.41362592
41,Achalpur,3.22864939713,UPATKHEDA,21.2778,77.39067,435.0,6.96,Jambhala,21.29147283,77.41816038
42,Achalpur,2.94054577653,KAKADA,21.15061,77.42891,275.0,4.4,Janori,21.17703492,77.42780613
43,Achalpur,2.41501966909,WAGHDOH,21.24613,77.32537,1271.0,20.336,Januna,21.25280704,77.30319542
44,Achalpur,1.19700249604,JAWLAPUR,21.19592,77.36338,935.0,14.96,Jawalapur,21.20452957,77.37031116
45,Achalpur,1.75208330533,JAWARDI,21.229,77.54821,764.0,12.224,Jawardi,21.23506959,77.56380983
46,Achalpur,1.77828461312,KAKADA,21.15061,77.42891,4280.0,68.48,Kakda,21.1621967,77.44072975
47,Achalpur,2.76037690606,NIMKUND,21.37852,77.477,675.0,10.8,Kalwit,21.36938792,77.5017889
48,Achalpur,2.74361828051,SINDHI BK.,21.18509,77.40751,2.0,0.032,Kamatwada,21.20735711,77.39610954
49,Achalpur,1.61995374007,KANDALI,21.29998,77.52264,14985.0,239.76,Kandali,21.30043896,77.53826898
50,Achalpur,1.66612946989,KASAMPUR,21.23141,77.37532,1003.0,16.048,Kasampur,21.24542575,77.36963533
51,Achalpur,1.94578087494,KHAIRI,21.12815,77.53408,249.0,3.984,Khairi,21.13233321,77.55229626
52,Achalpur,2.4863896903,TULJAPUR JAHANGIR,21.1977,77.45013,300.0,4.8,Khambora,21.21858908,77.45868732
53,Achalpur,5.43265449139,SAWLAPUR,21.08618,77.55402,137.0,2.192,Khanapur Chinchkheda,21.11794523,77.51423059
54,Achalpur,3.61677154696,BHILONA,21.23001,77.44904,137.0,2.192,Khanapur N. Bhinkheda,21.24142119,77.48171791
55,Achalpur,4.03098691344,CHAMAK KHURD,21.20797,77.4732,137.0,2.192,Khanapur N.Rahimpur,21.22712032,77.50621874
56,Achalpur,0.414173632212,KHANJAMANAGAR,21.2547,77.44789,1270.0,20.32,Khanjamanagar,21.25672294,77.45124583
57,Achalpur,4.69983112542,KHANJAMANAGAR,21.2547,77.44789,500.0,8.0,Khanjirpur,21.25641235,77.49320452
58,Achalpur,1.53158375431,UPATKHEDA,21.2778,77.39067,231.0,3.696,Khatijapur,21.2699944,77.40284854
59,Achalpur,3.9909247454,DEOMALI,21.2748,77.52373,3613.0,57.808,Kheldeomali,21.26636458,77.48629387
60,Achalpur,3.997651281,SAWLI DATURA,21.30195,77.4808,1097.0,17.552,Kheltapmali,21.26636458,77.48629387
61,Achalpur,4.12920007907,CHAMAK KHURD,21.20797,77.4732,482.0,7.712,Khojanpur,21.23669822,77.49844231
62,Achalpur,1.6450508273,DHOTHARKHEDA,21.31591,77.48833,78.0,1.248,Khudanpur,21.30438192,77.49828275
63,Achalpur,5.2548102635,NARAYANPUR,21.27061,77.53376,500.0,8.0,Khushalpur,21.30438192,77.49828275
64,Achalpur,1.33609374468,KOLHA,21.12353,77.45394,1459.0,23.344,Kolha,21.13283058,77.46209605
65,Achalpur,1.84560598949,BHILONA,21.23001,77.44904,262.0,4.192,Kopra,21.2447576,77.45721064
66,Achalpur,0.775832795319,KOTHARA,21.32221,77.54378,648.0,10.368,Kothara,21.32370069,77.55109701
67,Achalpur,1.50117323806,GAULKHEDA,21.32486,77.50601,500.0,8.0,Kumbhi,21.33200462,77.51830711
68,Achalpur,0.80822783629,KUSHTA BK.,21.17989,77.44353,2740.0,43.84,Kushta Bk.,21.18522011,77.44882996
69,Achalpur,0.938063097938,KHUSTA KHURD,21.17983,77.44187,1070.0,17.12,Kushta Kh.,21.18522011,77.44882996
70,Achalpur,0.751442121822,MALHARA,21.35349,77.493,2035.0,32.56,Malhara,21.35214717,77.50011127
71,Achalpur,3.29967125817,BORGAON  PETH,21.19467,77.54026,322.0,5.152,Mengnathpur,21.19668033,77.57201465
72,Achalpur,3.2335256316,MALHARA,21.35349,77.493,1642.0,26.272,Mhasona,21.35732243,77.52395128
73,Achalpur,0.601656587727,BORGAON  DORI,21.1804,77.53304,375.0,6.0,Mukindpur,21.18241582,77.52765488
74,Achalpur,1.07750315531,SAWLI DATURA,21.30195,77.4808,24.0,0.384,Muradpur,21.29405648,77.47476725
75,Achalpur,2.26229118143,BHUGAON,21.21271,77.55138,222.0,3.552,Nababpur,21.22452052,77.56915105
76,Achalpur,3.58909592181,NARAYANPUR,21.27061,77.53376,30.0,0.48,Nagarwadi,21.28312599,77.56568842
77,Achalpur,1.82020844882,NAIGAON,21.20147,77.49032,1298.0,20.768,Naigaon,21.21508714,77.50006488
78,Achalpur,2.36407892846,NARAYANPUR,21.27061,77.53376,1526.0,24.416,Narayanpur,21.27175965,77.55654159
79,Achalpur,1.31553402135,GAULKHEDA,21.32486,77.50601,447.0,7.152,Narsala,21.31324352,77.50841683
80,Achalpur,1.3263852745,GAULKHEDA,21.32486,77.50601,472.0,7.552,Narsari,21.33632808,77.50248664
81,Achalpur,0.648518909226,KOLHA,21.12353,77.45394,265.0,4.24,Narsingpur,21.12502836,77.45998257
82,Achalpur,1.09907208413,NIZAMPUR,21.2052,77.52427,500.0,8.0,Nijampur,21.21347248,77.5300726
83,Achalpur,2.73968841664,NIMBHARI,21.08951,77.49461,1573.0,25.168,Nimbhari,21.09720003,77.51969886
84,Achalpur,0.737462316919,NIMDARI,21.33553,77.40421,744.0,11.904,Nimdari,21.33548164,77.39709006
85,Achalpur,2.92309865125,PANDHRI,21.36551,77.54653,500.0,8.0,Nimkheda,21.33942877,77.54299633
86,Achalpur,0.119547332272,NIMKUND,21.37852,77.477,620.0,9.92,Nimkund,21.37954881,77.47733519
87,Achalpur,2.48069790128,PANDHRI,21.36551,77.54653,1305.0,20.88,Pandhari,21.38769298,77.54398261
88,Achalpur,0.650961579982,PARSAPUR,21.25995,77.41618,4050.0,64.8,Parasapur,21.26573199,77.41519613
89,Achalpur,5.27052525025,JAWLAPUR,21.19592,77.36338,613.0,9.808,Pardi,21.2311049,77.39744833
90,Achalpur,0.952937988516,PATHROT,21.21605,77.36611,15693.0,251.088,Pathrot,21.22321151,77.36106049
91,Achalpur,1.41743397423,PIMPALKHUTA,21.3417,77.415,945.0,15.12,Pimpalkhuta,21.35205206,77.4070138
92,Achalpur,4.16668344026,SINDHI BK.,21.18509,77.40751,534.0,8.544,Pohi,21.20769759,77.4395622
93,Achalpur,5.40742148654,CHAMAK KHURD,21.20797,77.4732,453.0,7.248,Rahimapur N. Khanapur,21.22665174,77.52136333
94,Achalpur,2.03036756139,WAGHDOH,21.24613,77.32537,1080.0,17.28,Raipur,21.26398294,77.32125846
95,Achalpur,2.52900940458,SHAHAPUR JHAHANGIR,21.08956,77.48139,1080.0,17.28,Raipur Jahangir,21.11025863,77.47128641
96,Achalpur,2.23254531844,UPATKHEDA,21.2778,77.39067,158.0,2.528,Rajjakpur,21.25841162,77.38507273
97,Achalpur,2.74118070415,NARAYANPUR,21.27061,77.53376,28.0,0.448,Rajura,21.28091704,77.55779181
98,Achalpur,1.53131411386,RAMAPUR BK.,21.22005,77.3559,500.0,8.0,Ramapur Bk.,21.23047164,77.36555745
99,Achalpur,1.53131411386,RAMAPUR BK.,21.22005,77.3559,1070.0,17.12,Ramapur  Kh,21.23047164,77.36555745
100,Achalpur,0.685517949558,RAMAPUR  BELAJ,21.216,77.58584,390.0,6.24,Ramapur N. Belaj,21.21012678,77.58785043
101,Achalpur,3.51118003282,PARSAPUR,21.25995,77.41618,435.0,6.96,Ramapur N.Jambhala,21.29147283,77.41816038
102,Achalpur,0.74061432156,RASEGAON,21.16274,77.47932,3305.0,52.88,Rasegaon,21.16697562,77.47380797
103,Achalpur,2.7970236412,DONODA,21.12981,77.52773,405.0,6.48,Rawalgaon,21.15398106,77.53519644
104,Achalpur,4.88322748915,BHILONA,21.23001,77.44904,500.0,8.0,Salebad,21.24964967,77.49118229
105,Achalpur,1.4309817314,SALEPUR,21.33433,77.54412,1388.0,22.208,Salepur,21.3464164,77.548865
106,Achalpur,3.09248469819,KHAIRI,21.12815,77.53408,1070.0,17.12,Sangnvi N Khairi,21.14562679,77.55727461
107,Achalpur,1.09907208413,NIZAMPUR,21.2052,77.52427,500.0,8.0,Sangvi Nijampur,21.21347248,77.5300726
108,Achalpur,0.766988976439,SAWLAPUR,21.08618,77.55402,2329.0,37.264,Sawalapur,21.09301907,77.55305816
109,Achalpur,1.89157092987,SAWLI BK.,21.12033,77.48831,2740.0,43.84,Sawali Bk.,21.13617133,77.49495655
110,Achalpur,1.89157092987,SAWLI BK.,21.12033,77.48831,1070.0,17.12,Sawali Kh,21.13617133,77.49495655
111,Achalpur,1.94581268962,ISAPUR,21.13122,77.41977,372.0,5.952,Shampur,21.1393583,77.43637876
112,Achalpur,2.77145867246,YEVTA,21.14126,77.49294,84.0,1.344,Shankarpur,21.15292443,77.51655684
113,Achalpur,1.66167374783,JAWARDI,21.229,77.54821,217.0,3.472,Shekapur,21.24388298,77.54965489
114,Achalpur,1.4398643005,SINDHI BK.,21.18509,77.40751,2740.0,43.84,Sindi  Bk.,21.19172896,77.41943368
115,Achalpur,2.63320011992,TULJAPUR JAHANGIR,21.1977,77.45013,376.0,6.016,Surwada,21.21323409,77.46930213
116,Achalpur,0.883279213528,TAWLAR,21.244,77.42504,2544.0,40.704,Tawalar,21.24968279,77.43099504
117,Achalpur,2.87117639626,SAWLAPUR,21.08618,77.55402,234.0,3.744,Tonglabad,21.10697227,77.5704304
118,Achalpur,1.15438182844,TULJAPUR JAHANGIR,21.1977,77.45013,176.0,2.816,Tuljapur Jahagir,21.20393344,77.4590346
119,Achalpur,0.994430151463,UPATKHEDA,21.2778,77.39067,1089.0,17.424,Upatkheda,21.28464096,77.38448819
120,Achalpur,2.20674092778,NARAYANPUR,21.27061,77.53376,1.0,0.016,Viththalapur,21.28433457,77.54914348
121,Achalpur,1.25127364918,WADGAON FATHEPUR,21.27903,77.44064,1790.0,28.64,Wadgaon Fattepur,21.28943077,77.4452502
122,Achalpur,1.90420464727,WADNER BHUJANG,21.13845,77.40246,868.0,13.888,Wadner Bhujang,21.15385231,77.41048588
123,Achalpur,4.07475783285,PANDHRI,21.36551,77.54653,352.0,5.632,Wadura,21.33124997,77.53256735
124,Achalpur,0.609912934487,WAGHDOH,21.24613,77.32537,632.0,10.112,Wagdoh,21.24587893,77.3194911
125,Achalpur,2.66278691396,KASAMPUR,21.23141,77.37532,480.0,7.68,Walmikpur,21.25242468,77.38763927
126,Achalpur,5.3644582879,SINDHI BK.,21.18509,77.40751,2740.0,43.84,Walni Bk.,21.23271387,77.41577881
127,Achalpur,5.3644582879,SINDHI BK.,21.18509,77.40751,1070.0,17.12,Walni kh,21.23271387,77.41577881
128,Achalpur,0.932935528624,WASNI BK.,21.16303,77.53841,2740.0,43.84,Wasani  Bk.,21.16978074,77.54375251
129,Achalpur,1.04333313215,WASNI KHURD,21.16041,77.54324,1070.0,17.12,Wasani   Kh.,21.16978074,77.54375251
130,Achalpur,1.40005548713,WAZAR,21.35971,77.49072,1425.0,22.8,Wazzar,21.36127185,77.47730471
131,Achalpur,1.6582892915,YELAKI,21.10619,77.564,968.0,15.488,Yelki,21.12023843,77.56936513
132,Achalpur,3.41108638376,DHOTHARKHEDA,21.31591,77.48833,658.0,10.528,Yeni,21.3047626,77.45765291
133,Achalpur,3.72777115744,YESURNA,21.09966,77.50351,2270.0,36.32,Yesurna,21.1129314,77.53650973
134,Achalpur,1.0523830611,YEVTA,21.14126,77.49294,1580.0,25.28,Yevata,21.15045235,77.49535514
135,Amravati,5.52976388146,ANJANGAON BARI,20.824,77.7836166667,36.0,0.576,Alyabad,20.87278605,77.77329569
136,Amravati,3.64409163222,NANDGAON PETH,21.0161333333,77.8261666667,500.0,8.0,Amannapur,21.04737969,77.83675517
137,Amravati,1.29748718728,BHANKHED BUJRUG,20.86945,77.8247166667,1762.0,28.192,Amdapur,20.86200761,77.83433445
138,Amravati,2.35440210872,AMLA,21.0190833333,77.7273333333,334.0,5.344,Amla,21.03839133,77.7366439
139,Amravati,3.25069984136,TAKLI JAHANGIR,21.0201,77.7676,272.0,4.352,Angoda,21.03485782,77.79463623
140,Amravati,0.80034523851,ANJANGAON BARI,20.824,77.7836166667,7257.0,116.112,Anjangaon bari,20.82848008,77.78964389
141,Amravati,1.68442649627,ANTORA,21.1301333333,77.8086833333,1046.0,16.736,Antora,21.14410623,77.81495623
142,Amravati,2.79659860371,UDKHED,20.8237,77.8395333333,24.0,0.384,Arhad,20.8416145,77.82064594
143,Amravati,2.73586501688,YAVLI SHAHID,21.1102666667,77.8471833333,89.0,1.424,Aurangpur,21.13248524,77.85851346
144,Amravati,0.95652006527,KAT AMLA,20.8506666667,77.6831166667,1023.0,16.368,Bahilolpur,20.8420681,77.68338386
145,Amravati,1.8902523665,YAVLI SHAHID,21.1102666667,77.8471833333,82.0,1.312,Bhagvanpur,21.09606305,77.85719493
146,Amravati,1.54260077307,BHANKHED BUJRUG,20.86945,77.8247166667,1274.0,20.384,Bhankheda Bk.,20.88151236,77.81738265
147,Amravati,1.86013746466,BHANKHED KHURD,20.8798333333,77.8430833333,1274.0,20.384,Bhankheda Kh.,20.89626831,77.84642346
148,Amravati,0.138085960703,BODNA,20.9233166667,77.8870666667,438.0,7.008,Bodna,20.92449293,77.88749298
149,Amravati,1.29686554636,BORGAON,20.9912833333,77.81165,191.0,3.056,Borgaon,21.00044073,77.81938635
150,Amravati,0.971898565368,BRAHMANWADA BHAGAT,21.12355,77.8025166667,284.0,4.544,Bramhanwada bhagat,21.132197,77.80388355
151,Amravati,3.16814067229,PIMPRI,20.87195,77.7049333333,677.0,10.832,Chanduri,20.89933075,77.71336624
152,Amravati,5.64256684265,KUND SARJAPUR,20.9589,77.6730166667,39.0,0.624,Changapur,20.98209036,77.72135415
153,Amravati,1.592215326,CHICHKHED,21.1161666667,77.9025666667,696.0,11.136,Chinchkhed,21.12069532,77.91712884
154,Amravati,3.20055150737,BRAHAMWADA GOVINDPUR,21.11755,77.9491666667,228.0,3.648,Dastapur,21.11138428,77.9793052
155,Amravati,1.4896321328,DAWARGAON,21.1033666667,77.8852,1545.0,24.72,Davargaon,21.10910855,77.89817406
156,Amravati,1.4107037396,DEVARA,21.10625,77.8084833333,1754.0,28.064,Devra,21.11866962,77.81125947
157,Amravati,2.69055912823,DEWRI,21.1035,77.8114166667,658.0,10.528,Devri,21.11648906,77.83330016
158,Amravati,4.85995276382,DIGARGAWHAN,21.0446,77.9171333333,32.0,0.512,Dhamana,21.04347887,77.8703188
159,Amravati,0.865734513009,DIGARGAWHAN,21.0446,77.9171333333,726.0,11.616,Digargavhan,21.04924607,77.92382746
160,Amravati,1.37199450954,ROHANKHEDA,21.0833833333,77.7892,343.0,5.488,Donad,21.08136018,77.80224481
161,Amravati,1.36559536872,GOPALPUR,21.0205833333,77.7409166667,500.0,8.0,Gopalpur,21.02761506,77.75170352
162,Amravati,5.87236345634,ANJANGAON BARI,20.824,77.7836166667,1365.0,21.84,Govindpur,20.87510683,77.79785863
163,Amravati,4.54715908817,BHANKHED KHURD,20.8798333333,77.8430833333,165.0,2.64,Hatla,20.86114655,77.8820118
164,Amravati,0.791816604915,INDALA,20.9355166667,77.8383,1483.0,23.728,Indhala,20.93359981,77.84564284
165,Amravati,1.38464848659,JALKA SHAHAPUR,20.9956166667,77.8925833333,515.0,8.24,Jalaka,21.00012297,77.90501751
166,Amravati,3.60985809808,DHANORA KOKATE,21.1328166667,77.99345,346.0,5.536,Jamdol,21.14578241,78.02536
167,Amravati,0.656784048783,KAMUNJA,20.9841166667,77.6956,1123.0,17.968,Kamunja,20.98475941,77.7018886
168,Amravati,0.48089898503,KAPUSTALANI,21.0695666667,77.9324833333,1091.0,17.456,Kapustalani,21.07012147,77.93707973
169,Amravati,1.8789530463,KARAJGAON,21.13355,77.9067833333,9796.0,156.736,Karajgaon,21.13482417,77.92484812
170,Amravati,2.21937811292,KASTURA MOGRA,20.864,77.8403833333,355.0,5.68,Kastura,20.86895817,77.86107408
171,Amravati,0.708231650918,KATHORA BK.,20.99695,77.7582666667,943.0,15.088,Kathora Bk.,20.99902018,77.76471858
172,Amravati,1.02669346832,KATHORA KHURD,21.0625,77.8115833333,943.0,15.088,Kathora kh,21.06965376,77.81783898
173,Amravati,1.73363773258,KEKATPUR,21.1015333333,77.93055,1672.0,26.752,Kekatpur,21.09871937,77.94698699
174,Amravati,1.85079684537,TEMBHA,21.0673666667,77.7738666667,137.0,2.192,Khanapur,21.05904441,77.78931344
175,Amravati,2.04158366985,KUND SARJAPUR,20.9589,77.6730166667,264.0,4.224,Kund sarjapur,20.96748287,77.69039792
176,Amravati,3.3141628714,UDKHED,20.8237,77.8395333333,271.0,4.336,Kurhad,20.85151417,77.82807355
177,Amravati,1.37967249515,LONTEK,20.9091333333,77.7085833333,774.0,12.384,Lontek,20.92050622,77.71389391
178,Amravati,1.38806444373,MAHOLI JH.,21.0603333333,77.8619,68.0,1.088,Mahuli jahangir,21.07092725,77.86897578
179,Amravati,3.54993635613,BHANKHED BUJRUG,20.86945,77.8247166667,1508.0,24.128,Malegaon,20.90014738,77.81533083
180,Amravati,3.59020589935,KAPUSTALANI,21.0695666667,77.9324833333,1508.0,24.128,Malegaon,21.07079552,77.96705915
181,Amravati,0.493317527357,MALKAPUR,20.90745,77.6908333333,444.0,7.104,Malkapur,20.91141592,77.69296201
182,Amravati,1.61473668859,MASOD,20.9591,77.8345833333,839.0,13.424,Masod,20.96778524,77.84704639
183,Amravati,0.790251072717,KASTURA MOGRA,20.864,77.8403833333,1162.0,18.592,Mogra,20.86922499,77.84553889
184,Amravati,2.43773267941,LONTEK,20.9091333333,77.7085833333,500.0,8.0,Morangana,20.92176815,77.68940358
185,Amravati,2.4429749789,NANDURA BK.,21.03715,77.7486166667,781.0,12.496,Nandura Bk.,21.05811869,77.75564319
186,Amravati,2.4426366802,NANDURA LASHKARPUR,21.07745,77.8013166667,500.0,8.0,Nandura Lashkarpur,21.08955181,77.82096508
187,Amravati,1.89494341832,NANDURA PINGALAI,21.1347166667,77.9506166667,781.0,12.496,Nandura pingalai,21.14515102,77.96506258
188,Amravati,3.29823058709,NANDGAON PETH,21.0161333333,77.8261666667,1526.0,24.416,Narayanpur,21.03473498,77.85091863
189,Amravati,1.04413369593,YAVLI SHAHID,21.1102666667,77.8471833333,265.0,4.24,Narsingpur,21.10808545,77.85697357
190,Amravati,2.00797773164,NAYA AKOLA,21.05205,77.7105333333,2784.0,44.544,Naya akola,21.06856537,77.71835955
191,Amravati,1.5092224552,NANDGAON PETH,21.0161333333,77.8261666667,6.0,0.096,Nemtapur,21.02736589,77.83432894
192,Amravati,2.21383549631,KAMUNJA,20.9841166667,77.6956,447.0,7.152,Ozarkheda,21.00300088,77.68884488
193,Amravati,3.31825687713,PARDI,20.8137,77.8358833333,613.0,9.808,Pardi,20.84110322,77.84852446
194,Amravati,4.35996366056,BODNA,20.9233166667,77.8870666667,456.0,7.296,Parsoda,20.95973216,77.87150082
195,Amravati,2.7716212263,ROHANKHEDA,21.0833833333,77.7892,448.0,7.168,Parwatpur,21.10141165,77.80764867
196,Amravati,0.398132202013,PIMPAL WIHIR,21.0265833333,77.9196333333,500.0,8.0,Pimpalvihir,21.02350939,77.92160025
197,Amravati,0.341766858028,POHRA,20.889,77.87625,921.0,14.736,Pohara,20.89159337,77.87801572
198,Amravati,0.864483692076,PUSDA,21.0861166667,77.7528333333,4592.0,73.472,Pusada,21.09385897,77.75359076
199,Amravati,3.53347449068,LONTEK,20.9091333333,77.7085833333,1080.0,17.28,Raipur,20.92110467,77.67707089
200,Amravati,0.983337873794,MASOD,20.9591,77.8345833333,28.0,0.448,Rajura,20.96194344,77.82561618
201,Amravati,3.49318347885,KATHORA BK.,20.99695,77.7582666667,232.0,3.712,Ramgaon,21.0055503,77.79063137
202,Amravati,2.73282158781,NANDURA PINGALAI,21.1347166667,77.9506166667,500.0,8.0,Rasulpur,21.14543755,77.9269057
203,Amravati,1.59317794814,SUKLI,20.9446,77.7093666667,500.0,8.0,Rasulpur,20.94688856,77.72451127
204,Amravati,1.48212368738,REWSA,21.00435,77.7224333333,2361.0,37.776,Revsa,21.01282936,77.73344981
205,Amravati,1.34080174044,NANDGAON PETH,21.0161333333,77.8261666667,15.0,0.24,Rustampur,21.0275899,77.82213747
206,Amravati,3.42896960768,AMLA,21.0190833333,77.7273333333,2740.0,43.84,Salora Bk.,21.04192522,77.74952887
207,Amravati,1.30867555516,SALORA KHURD,21.0693333333,77.8387333333,1070.0,17.12,Salora kh,21.0789595,77.84599003
208,Amravati,1.93667004619,SAWANGA,21.1228833333,77.8200833333,689.0,11.024,Savanga,21.13347735,77.83490407
